Age,Gender,Salary,Department,JobRole,Overtime,Experience,WorkLifeBalance,JobSatisfaction,Attrition
39,Female,77198,Support,Director,Yes,23,2,3,No
28,Female,118316,Management,Manager,No,11,3,5,No
22,Female,58662,Management,Executive,No,16,2,5,No
54,Female,108970,Management,Associate,No,4,4,3,No
22,Male,72169,Management,Executive,No,24,1,1,No
45,Female,92928,Management,Executive,Yes,3,1,2,No
25,Female,36102,Support,Developer,Yes,7,1,3,Yes
25,Female,53457,Management,Developer,No,8,1,4,No
39,Male,107798,IT,Executive,No,16,4,3,Yes
48,Female,72290,IT,Manager,Yes,23,4,3,No
53,Male,142664,Sales,Developer,Yes,7,2,4,No
54,Male,31932,HR,Associate,No,4,1,5,No
49,Female,143556,IT,Executive,No,9,2,5,Yes
57,Female,31766,Sales,Associate,No,17,1,1,No
27,Male,108247,Support,Director,No,22,4,3,No
37,Male,33292,HR,Associate,Yes,13,3,3,Yes
55,Male,106223,Management,Associate,Yes,4,3,2,No
44,Male,67631,Management,Executive,Yes,14,1,5,No
45,Female,111435,Support,Lead,No,4,4,3,No
34,Male,145745,HR,Director,Yes,21,3,2,Yes
39,Female,135690,IT,Developer,No,11,3,1,No
34,Female,92944,HR,Associate,Yes,9,3,2,Yes
58,Male,96230,Sales,Executive,No,7,4,5,No
38,Female,126446,Support,Lead,No,0,3,5,No
36,Male,54533,IT,Executive,Yes,2,2,1,Yes
39,Male,100773,HR,Developer,Yes,15,1,3,No
44,Male,144433,HR,Executive,Yes,22,3,2,No
51,Female,25778,IT,Manager,No,10,4,3,No
55,Female,55059,Sales,Director,No,8,2,3,No
25,Male,142418,Sales,Manager,No,9,3,3,No
24,Female,112097,HR,Associate,Yes,1,2,4,No
28,Female,24866,Management,Executive,No,19,4,1,No
39,Female,93965,IT,Executive,Yes,10,1,3,No
28,Female,80661,Sales,Associate,No,19,2,1,No
27,Female,63352,Sales,Associate,Yes,10,1,3,No
43,Male,130051,Sales,Director,No,6,4,2,No
22,Female,108373,Support,Lead,Yes,20,2,2,Yes
25,Female,70736,Management,Executive,Yes,10,4,1,Yes
50,Male,54075,Sales,Developer,No,4,2,3,No
42,Female,120389,Management,Developer,No,22,4,1,No
47,Female,111931,HR,Developer,No,11,4,1,No
35,Female,101951,HR,Associate,No,17,3,4,No
30,Male,117522,Support,Associate,Yes,23,3,3,Yes
33,Female,44104,Management,Associate,No,21,4,4,No
27,Female,85827,IT,Developer,Yes,4,2,3,Yes
41,Male,89222,Support,Lead,No,14,2,5,No
45,Male,130883,Sales,Director,No,11,2,5,Yes
48,Female,21642,HR,Manager,Yes,0,4,4,No
59,Male,117013,HR,Executive,No,17,1,5,No
29,Male,82845,IT,Manager,No,5,2,4,No
22,Male,109686,Support,Executive,No,5,1,5,No
45,Female,28769,Management,Associate,No,10,1,4,No
28,Female,115369,HR,Developer,No,24,4,5,No
40,Male,89445,Sales,Manager,No,10,1,1,No
43,Male,70375,IT,Associate,Yes,15,1,1,Yes
56,Male,52078,IT,Executive,Yes,5,1,1,No
51,Male,32268,IT,Director,No,0,1,3,Yes
50,Female,30844,Sales,Director,Yes,22,4,2,Yes
43,Male,94174,IT,Manager,No,15,4,4,No
32,Female,80763,Management,Manager,No,2,1,2,No
41,Male,122677,Management,Manager,No,23,4,1,No
50,Female,31233,Support,Manager,Yes,5,2,4,No
55,Female,137267,Support,Manager,Yes,2,1,4,Yes
22,Male,50496,Management,Associate,No,18,2,3,Yes
52,Female,37806,Sales,Executive,No,7,2,2,No
51,Female,60326,Support,Executive,No,21,1,2,No
39,Female,98807,IT,Lead,Yes,1,2,5,Yes
38,Male,59513,Management,Developer,Yes,18,4,4,No
59,Female,71761,HR,Director,No,14,2,1,Yes
35,Female,39465,Sales,Manager,No,21,1,5,Yes
44,Male,59502,Sales,Director,No,13,2,5,No
46,Male,99396,Management,Executive,No,13,4,4,No
36,Female,28250,HR,Developer,Yes,22,2,5,No
43,Female,80503,Sales,Developer,Yes,3,4,4,No
24,Male,126954,Support,Associate,Yes,23,3,4,No
40,Male,134791,HR,Manager,Yes,18,3,5,No
55,Female,41310,IT,Lead,No,21,1,1,Yes
56,Female,143668,Support,Developer,Yes,6,1,5,Yes
22,Male,149127,HR,Associate,No,15,1,2,Yes
42,Male,135429,Management,Manager,Yes,7,1,4,No
50,Female,113518,Sales,Executive,Yes,14,1,1,No
27,Female,52206,Support,Lead,Yes,19,4,3,Yes
58,Male,29764,Management,Manager,No,4,3,3,No
22,Female,75596,HR,Associate,Yes,21,3,5,No
22,Female,129197,IT,Director,Yes,0,2,3,No
48,Female,32842,Sales,Associate,Yes,11,3,2,Yes
42,Female,123027,Sales,Associate,Yes,8,1,5,No
37,Male,129908,Support,Associate,Yes,18,4,5,No
47,Male,109579,Management,Associate,Yes,17,4,1,No
37,Female,123507,HR,Lead,No,6,4,4,No
49,Female,22976,HR,Developer,No,10,3,5,No
22,Female,27426,Management,Developer,No,10,2,5,No
57,Female,42887,Sales,Executive,No,19,1,5,No
31,Male,46710,Management,Developer,Yes,19,4,1,Yes
38,Female,61387,HR,Associate,No,14,4,5,No
44,Female,67470,Management,Developer,No,24,1,4,No
28,Male,26486,Sales,Director,No,22,2,4,No
28,Male,59258,Support,Director,Yes,24,3,5,No
36,Female,132418,Sales,Developer,Yes,16,2,1,No
55,Male,136632,IT,Associate,Yes,2,1,3,No
25,Male,42623,IT,Lead,No,10,1,5,No
35,Female,43806,Management,Associate,No,12,4,5,No
35,Female,25973,Sales,Developer,Yes,5,3,2,Yes
37,Male,66215,Sales,Developer,Yes,13,2,1,No
28,Female,144151,HR,Executive,No,10,3,4,No
53,Male,134162,Support,Associate,No,12,1,1,Yes
40,Male,65939,Sales,Executive,Yes,16,4,1,No
23,Male,134621,Management,Executive,Yes,13,4,5,No
31,Female,49157,HR,Manager,No,20,2,2,No
38,Female,25521,HR,Director,Yes,13,2,5,No
58,Male,32891,Management,Executive,Yes,3,3,1,Yes
33,Male,102331,Management,Director,Yes,3,1,5,No
27,Female,42474,Sales,Developer,Yes,13,2,1,Yes
43,Male,46507,Sales,Developer,Yes,13,3,4,No
53,Male,30687,HR,Manager,No,6,4,5,Yes
41,Female,118550,HR,Manager,No,15,1,5,Yes
22,Female,31009,Support,Associate,Yes,13,4,4,No
27,Female,108762,HR,Manager,No,4,1,5,Yes
40,Female,108484,Management,Lead,No,6,1,1,Yes
39,Male,120475,Management,Developer,Yes,16,3,3,No
27,Female,64291,Support,Developer,Yes,14,4,5,No
54,Female,68296,IT,Director,No,24,1,4,Yes
44,Male,133580,IT,Manager,No,23,4,4,No
44,Male,145804,Management,Director,No,6,3,3,No
47,Male,141966,IT,Manager,Yes,9,1,1,No
34,Female,60225,IT,Developer,Yes,17,3,2,No
28,Male,107638,Support,Manager,No,10,3,1,Yes
36,Female,54828,HR,Associate,Yes,21,2,5,No
48,Male,56102,HR,Manager,No,13,4,4,No
47,Female,131391,IT,Manager,Yes,3,3,4,No
54,Male,76342,Sales,Associate,Yes,2,2,1,No
36,Female,53712,Support,Associate,Yes,23,4,1,Yes
57,Female,46823,IT,Associate,No,13,1,5,No
48,Male,25361,Sales,Director,Yes,19,1,1,Yes
26,Male,111374,Sales,Developer,Yes,2,3,3,Yes
23,Female,100174,Support,Manager,Yes,20,1,3,No
54,Male,58052,HR,Associate,Yes,24,4,2,No
37,Female,43265,Management,Associate,Yes,2,1,4,No
44,Female,110287,Sales,Developer,No,24,3,5,No
59,Female,62012,Management,Lead,Yes,19,4,5,No
37,Male,30916,Management,Manager,Yes,11,1,1,Yes
35,Female,145462,Support,Lead,No,9,1,4,No
50,Female,95045,HR,Lead,Yes,19,4,2,No
47,Female,65532,Support,Associate,Yes,17,4,2,No
56,Female,116638,Sales,Director,Yes,11,1,2,No
36,Male,67659,HR,Developer,Yes,23,2,4,Yes
24,Male,109860,IT,Manager,No,3,1,2,No
44,Female,34003,HR,Manager,Yes,18,4,3,Yes
50,Male,113479,Support,Manager,Yes,18,4,1,No
55,Male,62634,Support,Director,Yes,16,3,2,No
54,Female,118637,Management,Lead,Yes,7,3,3,Yes
44,Male,115479,IT,Executive,No,10,1,3,No
28,Male,94992,HR,Developer,Yes,4,3,5,No
24,Male,31369,IT,Executive,Yes,4,4,1,Yes
53,Male,39329,Management,Lead,No,12,3,5,No
52,Male,98754,IT,Associate,Yes,3,3,4,No
39,Male,106700,IT,Executive,No,12,3,3,No
28,Female,122960,HR,Executive,Yes,15,4,5,No
22,Male,32410,IT,Developer,No,11,1,1,No
35,Female,49730,Management,Lead,No,13,4,3,No
53,Female,22665,Sales,Developer,No,20,3,2,No
27,Female,59899,Sales,Associate,No,20,2,1,No
31,Male,57703,Support,Director,Yes,8,2,2,Yes
28,Male,85951,Sales,Director,Yes,5,4,4,Yes
47,Female,119011,HR,Director,No,24,2,2,No
55,Female,44172,Support,Manager,No,7,4,2,No
51,Female,22684,Sales,Director,No,15,1,4,Yes
57,Male,93030,Sales,Director,Yes,18,4,4,No
42,Male,39750,Support,Lead,No,1,4,2,Yes
38,Male,39887,HR,Director,Yes,5,4,3,Yes
54,Female,40826,Support,Director,Yes,1,3,3,Yes
31,Male,26180,HR,Associate,No,18,1,5,No
33,Male,66779,HR,Associate,No,18,4,5,Yes
37,Female,88095,Management,Executive,Yes,12,3,4,No
53,Male,82288,Sales,Developer,No,16,3,1,No
36,Female,60905,Sales,Executive,No,20,3,2,No
48,Male,89507,IT,Executive,Yes,7,3,4,No
49,Female,147510,Support,Manager,No,8,3,4,No
38,Male,121261,Management,Developer,No,22,1,4,No
23,Female,76068,Sales,Manager,Yes,4,1,3,Yes
57,Male,38113,IT,Director,No,7,2,1,No
28,Female,62861,Management,Associate,No,8,1,3,No
34,Female,98487,HR,Director,Yes,15,2,5,No
36,Male,45617,Sales,Manager,No,15,2,4,Yes
46,Male,118330,Support,Associate,Yes,11,3,3,Yes
44,Female,22583,Management,Executive,No,24,1,4,No
43,Male,111164,IT,Director,Yes,24,1,1,No
47,Female,46250,Support,Manager,Yes,10,3,2,Yes
54,Female,23055,HR,Director,No,17,4,3,No
32,Male,92337,Support,Developer,Yes,12,3,1,Yes
31,Male,54426,IT,Manager,No,2,2,2,Yes
46,Male,147615,HR,Associate,Yes,17,1,4,No
58,Female,122255,IT,Lead,No,10,1,1,No
59,Female,80532,Sales,Director,Yes,10,2,5,No
45,Male,125603,IT,Director,Yes,4,2,2,Yes
54,Female,109376,Support,Developer,No,2,2,2,No
38,Female,29933,Sales,Associate,No,24,3,4,No
45,Male,51979,Sales,Director,Yes,1,4,5,No
58,Female,65047,Management,Lead,Yes,14,2,3,No
23,Female,24137,Support,Director,Yes,4,2,1,Yes
53,Female,31423,Support,Developer,Yes,4,3,4,No
45,Male,109851,HR,Lead,Yes,20,2,5,No
30,Male,54482,IT,Executive,Yes,15,2,2,No
25,Female,64156,IT,Executive,Yes,16,1,2,Yes
38,Male,72483,Support,Director,Yes,6,2,2,No
38,Female,121651,IT,Manager,No,1,4,5,No
51,Male,149236,Support,Manager,No,13,4,5,No
32,Female,54754,Sales,Manager,No,17,2,3,No
42,Female,56312,IT,Manager,No,24,3,1,No
42,Female,43363,IT,Director,Yes,11,2,2,Yes
39,Female,37085,Support,Lead,Yes,16,1,3,Yes
50,Male,76889,Support,Developer,No,24,4,5,No
45,Female,127950,HR,Developer,Yes,5,1,3,No
31,Female,122090,IT,Manager,Yes,4,3,2,Yes
38,Male,99951,Management,Executive,No,20,1,1,No
39,Male,149978,Support,Associate,No,20,3,3,Yes
41,Female,148227,Management,Manager,No,21,4,5,Yes
58,Female,149925,Sales,Manager,Yes,6,1,4,No
39,Male,76414,Sales,Director,Yes,24,1,4,No
38,Female,137159,Management,Executive,No,17,2,3,No
30,Female,67052,Sales,Associate,No,19,3,5,No
35,Female,106934,Management,Lead,No,10,2,3,No
50,Female,52691,HR,Lead,No,4,3,3,Yes
52,Female,92195,HR,Associate,Yes,5,2,4,No
25,Female,106180,Sales,Associate,No,6,4,3,No
39,Female,74697,Management,Lead,Yes,2,1,4,No
41,Female,23044,Management,Manager,No,2,2,5,No
30,Female,23883,Management,Manager,Yes,24,1,5,Yes
34,Male,51712,Sales,Director,Yes,24,3,5,Yes
36,Male,104860,Management,Executive,No,1,3,4,No
48,Male,133655,Support,Associate,Yes,19,4,2,No
36,Female,41545,Management,Manager,No,3,4,2,Yes
49,Female,38204,Support,Manager,No,4,1,2,No
58,Female,43268,HR,Executive,No,1,2,2,Yes
40,Male,101298,Support,Associate,Yes,15,4,5,Yes
47,Male,137490,HR,Executive,No,11,1,2,No
47,Female,113907,Sales,Executive,Yes,14,2,3,No
46,Male,104383,HR,Lead,No,3,4,4,No
47,Male,56139,HR,Executive,Yes,2,1,2,No
47,Female,141910,Management,Associate,No,13,1,5,No
49,Female,126831,IT,Manager,No,12,4,2,No
39,Male,95652,HR,Manager,Yes,5,4,4,No
53,Female,139664,Support,Lead,Yes,3,4,1,No
24,Male,115661,Sales,Associate,Yes,0,3,1,No
23,Male,139755,Support,Manager,No,2,2,5,No
54,Male,116940,Sales,Executive,Yes,23,4,5,No
40,Female,48436,Support,Developer,Yes,11,2,5,No
38,Male,142189,HR,Developer,Yes,2,1,2,Yes
54,Male,88324,IT,Developer,Yes,22,2,4,Yes
33,Female,117685,HR,Developer,No,17,4,4,Yes
24,Female,24125,Management,Executive,Yes,13,1,4,No
47,Male,89142,Support,Manager,Yes,4,4,1,Yes
56,Female,136228,IT,Lead,No,22,4,4,No
29,Female,61534,Support,Executive,No,0,1,5,No
57,Male,118524,Management,Manager,No,13,2,2,No
28,Female,106842,Management,Associate,Yes,11,2,1,No
57,Male,62973,Management,Manager,Yes,0,1,2,No
37,Female,96369,HR,Manager,Yes,23,4,3,No
45,Female,107533,HR,Manager,Yes,1,2,5,No
22,Male,53521,IT,Executive,Yes,11,2,1,No
46,Male,115484,Management,Manager,No,12,4,5,Yes
31,Female,132179,HR,Manager,Yes,19,2,2,No
37,Female,27488,Sales,Associate,Yes,14,2,4,No
37,Female,59974,Sales,Associate,Yes,15,3,3,No
29,Male,143900,HR,Developer,Yes,18,3,5,No
50,Female,62448,IT,Director,Yes,4,1,3,No
49,Male,27938,Support,Executive,Yes,1,1,2,Yes
27,Female,71113,Management,Manager,No,5,4,5,No
37,Female,124262,HR,Developer,No,7,3,4,No
41,Female,35770,IT,Developer,No,20,1,3,No
37,Female,72635,Support,Executive,No,6,3,1,No
28,Female,92171,IT,Director,No,20,1,2,No
35,Male,94165,Support,Developer,No,12,2,5,No
47,Male,77822,Sales,Developer,Yes,5,2,1,Yes
47,Male,69934,Support,Executive,Yes,8,4,4,Yes
35,Female,85526,Sales,Lead,No,11,3,4,Yes
28,Male,117204,Management,Developer,No,9,3,3,No
54,Male,41487,HR,Associate,Yes,10,3,2,Yes
47,Female,73319,Sales,Developer,Yes,0,3,5,Yes
41,Female,32869,IT,Executive,No,9,2,1,No
24,Male,134907,Support,Executive,No,24,2,5,No
25,Male,94755,IT,Director,No,15,3,1,No
47,Male,60797,Sales,Lead,Yes,18,4,2,No
32,Male,76298,IT,Lead,No,9,3,4,No
23,Male,134576,Support,Director,No,14,1,4,No
35,Male,102209,HR,Director,No,13,2,5,Yes
51,Male,102299,IT,Associate,No,2,2,5,No
33,Female,64933,Management,Associate,Yes,3,3,3,No
47,Male,96579,Support,Developer,No,7,1,1,No
54,Female,29570,Support,Lead,Yes,0,4,3,Yes
34,Female,26886,Management,Associate,Yes,19,2,1,Yes
35,Female,87494,Sales,Developer,No,14,1,2,No
45,Male,63087,Management,Manager,No,6,1,5,Yes
55,Male,110177,Sales,Developer,Yes,11,2,1,Yes
47,Female,87719,HR,Associate,Yes,2,2,4,No
42,Male,114606,Sales,Developer,Yes,22,1,2,No
49,Male,23774,HR,Manager,Yes,4,4,4,Yes
57,Female,49018,HR,Associate,Yes,24,1,2,Yes
23,Male,105839,Management,Developer,No,7,2,1,Yes
30,Female,34272,HR,Associate,No,10,3,4,No
44,Female,42586,Sales,Director,No,18,4,1,No
36,Female,53545,IT,Director,Yes,11,1,3,No
34,Female,22566,Support,Developer,Yes,19,2,2,Yes
44,Male,128399,Support,Executive,Yes,6,1,5,No
38,Female,96489,Sales,Associate,Yes,13,4,4,No
23,Male,85355,IT,Associate,No,1,4,1,No
41,Male,51696,HR,Director,No,21,4,4,Yes
41,Male,92940,Sales,Director,Yes,24,4,1,No
24,Male,146731,HR,Associate,Yes,11,4,3,Yes
33,Female,118382,Management,Associate,No,8,2,5,Yes
23,Female,87117,IT,Director,No,21,1,4,No
57,Female,99602,Support,Developer,No,11,1,4,No
35,Female,60735,Sales,Lead,Yes,5,3,1,Yes
37,Female,93375,Support,Developer,No,5,4,1,No
40,Male,120466,HR,Manager,Yes,21,1,4,No
55,Female,143865,HR,Executive,No,18,4,3,No
27,Male,70637,Management,Developer,No,19,1,4,No
34,Male,42129,HR,Developer,No,5,1,2,Yes
57,Female,50845,HR,Associate,Yes,16,2,2,No
43,Male,99449,Support,Manager,Yes,16,2,4,No
39,Male,137308,Support,Associate,No,22,2,3,No
33,Female,86500,Sales,Director,Yes,16,4,1,Yes
51,Female,30739,Sales,Associate,No,20,4,1,No
28,Female,78172,HR,Lead,Yes,9,2,4,No
53,Male,146053,IT,Executive,No,10,1,5,No
40,Female,22673,Sales,Lead,Yes,7,4,1,Yes
27,Female,123597,HR,Associate,Yes,21,4,2,No
41,Male,51171,Support,Executive,No,13,3,2,No
48,Female,109179,Management,Developer,No,18,1,5,No
58,Male,120022,Support,Manager,Yes,17,1,5,Yes
28,Male,30624,Support,Lead,No,14,3,2,Yes
26,Female,86764,Management,Manager,No,17,3,4,No
32,Male,128906,Support,Associate,No,19,3,4,No
36,Male,72930,Sales,Executive,No,24,3,4,No
24,Female,54608,Support,Director,Yes,24,3,2,No
26,Female,69649,Management,Developer,No,16,3,5,No
44,Female,102456,HR,Executive,Yes,4,4,3,No
58,Male,39689,HR,Director,Yes,24,4,2,Yes
30,Male,83503,HR,Manager,Yes,3,4,2,No
36,Female,92660,Management,Manager,Yes,10,2,1,No
24,Female,62124,Management,Developer,No,15,3,4,Yes
50,Female,136659,Sales,Director,Yes,6,3,1,No
27,Male,116875,Management,Director,No,15,3,2,No
38,Female,27587,HR,Developer,No,5,3,2,Yes
47,Male,23527,Management,Executive,Yes,19,4,2,Yes
42,Female,53067,IT,Lead,No,9,3,3,No
29,Male,71538,Support,Executive,Yes,10,2,1,No
42,Male,130894,Sales,Manager,No,14,4,5,No
32,Female,89499,HR,Executive,No,11,4,4,No
59,Male,57455,HR,Associate,No,22,4,4,No
29,Male,122475,IT,Executive,Yes,15,2,3,No
45,Female,40243,Sales,Executive,Yes,22,4,1,Yes
56,Female,143793,Support,Director,Yes,17,2,4,No
35,Male,52693,Sales,Associate,No,6,1,2,Yes
35,Male,131371,Sales,Manager,Yes,13,3,1,No
31,Male,89231,HR,Developer,No,8,2,4,No
33,Female,94648,Management,Executive,No,21,3,1,No
59,Male,52059,Support,Lead,No,5,3,3,Yes
55,Male,78867,Sales,Director,No,10,4,5,No
31,Female,92778,IT,Director,Yes,12,4,5,No
38,Female,95477,HR,Developer,Yes,21,2,1,No
38,Female,75283,Management,Lead,No,17,2,3,No
24,Female,83853,Management,Executive,No,11,4,4,Yes
52,Female,40001,HR,Lead,No,5,3,2,No
22,Male,22700,Sales,Director,Yes,21,4,1,Yes
33,Male,70157,HR,Developer,No,8,3,1,No
25,Male,38085,Management,Lead,Yes,17,1,4,No
34,Female,83883,Management,Lead,Yes,24,2,2,No
55,Female,137990,IT,Developer,Yes,20,4,2,No
42,Female,78147,IT,Developer,No,14,3,4,No
43,Male,33339,Management,Developer,Yes,8,1,1,Yes
25,Female,35834,IT,Director,Yes,9,3,4,Yes
39,Female,138054,IT,Developer,Yes,1,2,5,Yes
26,Female,96620,IT,Associate,Yes,13,4,4,Yes
40,Male,146378,Management,Executive,Yes,20,3,3,No
23,Female,49543,Sales,Director,No,10,2,1,Yes
33,Female,55930,Sales,Developer,No,12,4,3,No
38,Male,61074,Support,Manager,Yes,1,1,1,No
31,Female,117438,IT,Lead,No,20,3,1,No
55,Female,80673,Sales,Developer,Yes,6,4,5,Yes
27,Female,49044,Support,Developer,No,14,4,4,Yes
29,Male,98673,HR,Executive,No,6,4,4,No
32,Female,54905,IT,Developer,Yes,11,2,5,No
33,Female,74004,Sales,Director,Yes,6,1,5,Yes
30,Male,82761,Sales,Associate,No,4,1,2,No
23,Male,134718,Sales,Manager,No,14,2,3,Yes
29,Female,91484,Support,Manager,No,6,3,1,No
32,Male,132997,HR,Developer,Yes,21,2,2,No
57,Female,118103,IT,Executive,Yes,22,1,4,No
31,Male,116725,Sales,Director,No,20,2,2,No
42,Female,134403,Management,Director,Yes,1,1,4,No
41,Female,134514,IT,Developer,No,24,1,5,Yes
29,Female,117407,Management,Lead,Yes,1,1,1,No
57,Male,103725,Support,Director,Yes,18,1,1,No
50,Male,108333,Sales,Director,Yes,8,3,1,No
33,Female,89105,IT,Director,No,1,1,5,No
35,Female,46012,IT,Manager,No,13,4,4,Yes
42,Female,83696,Sales,Director,No,14,4,5,Yes
43,Female,98513,HR,Lead,Yes,23,1,1,No
42,Male,117585,Support,Associate,Yes,11,1,1,No
51,Male,41694,Sales,Manager,No,18,2,1,No
41,Female,64388,IT,Manager,No,14,3,4,Yes
45,Male,118760,HR,Associate,Yes,5,1,4,No
44,Male,102368,IT,Lead,Yes,24,2,2,No
28,Male,52835,Management,Developer,Yes,9,1,2,No
30,Female,138777,IT,Executive,Yes,9,3,3,No
22,Female,87398,Support,Lead,Yes,2,3,4,No
47,Male,38186,Sales,Associate,Yes,8,4,5,Yes
59,Male,148781,IT,Director,No,22,3,4,Yes
59,Female,49545,Management,Director,Yes,4,4,2,Yes
43,Female,131058,Management,Associate,No,23,3,1,No
31,Female,64391,Sales,Director,Yes,21,2,2,No
27,Male,125858,Management,Associate,Yes,6,3,2,No
38,Male,93855,Sales,Manager,No,18,2,2,No
59,Male,124199,Support,Developer,Yes,9,4,3,No
45,Female,65788,Sales,Manager,No,10,2,3,No
31,Female,48401,HR,Manager,No,5,4,3,No
29,Female,117764,Management,Manager,No,18,3,5,No
42,Female,78611,Management,Associate,Yes,6,2,3,No
27,Female,32202,IT,Lead,No,15,2,5,Yes
42,Male,83368,HR,Executive,No,21,4,4,No
45,Male,143922,IT,Executive,Yes,11,3,4,No
54,Male,123819,Sales,Developer,No,23,1,3,No
39,Female,105658,Support,Developer,No,23,1,4,No
49,Male,53135,Management,Associate,Yes,21,2,4,No
53,Female,108121,Support,Executive,No,17,4,1,No
33,Male,133944,Sales,Lead,Yes,13,4,3,No
48,Male,145484,Sales,Associate,No,15,4,3,Yes
31,Female,133765,HR,Developer,Yes,5,3,2,No
53,Male,83535,IT,Associate,No,0,3,2,No
47,Male,34897,Management,Developer,No,12,3,4,No
46,Male,137328,Management,Executive,Yes,5,1,2,No
32,Male,41291,Support,Associate,No,5,2,1,Yes
44,Male,118362,HR,Manager,No,5,3,3,No
55,Male,73408,Sales,Director,No,11,2,1,Yes
44,Male,93830,HR,Developer,Yes,8,4,3,Yes
50,Female,74093,Management,Manager,Yes,19,3,5,No
52,Male,24507,IT,Developer,Yes,6,3,3,Yes
28,Female,135473,Support,Manager,No,2,3,1,No
54,Male,48854,Sales,Executive,Yes,23,2,4,No
42,Female,133056,Sales,Executive,No,14,1,2,No
23,Female,35475,Sales,Lead,Yes,1,1,2,Yes
39,Male,64905,IT,Lead,Yes,17,4,1,Yes
54,Female,99870,Management,Lead,Yes,20,2,2,No
58,Female,104366,Management,Associate,Yes,0,3,4,Yes
55,Male,143836,HR,Developer,No,0,1,2,Yes
41,Female,133418,HR,Associate,Yes,10,4,5,No
56,Male,134339,Management,Lead,No,2,1,3,No
39,Female,112814,Sales,Developer,Yes,21,2,5,Yes
45,Female,143316,IT,Associate,No,9,4,3,No
29,Female,104285,Management,Executive,No,11,2,5,No
51,Female,116047,IT,Developer,Yes,5,4,2,No
31,Male,123005,Support,Lead,No,23,2,2,No
44,Male,60185,Sales,Executive,No,6,3,4,No
32,Male,84398,Support,Developer,Yes,16,3,5,No
23,Male,140254,Management,Associate,Yes,16,2,3,No
47,Male,110608,HR,Director,Yes,3,2,3,No
57,Female,127862,Management,Director,No,0,1,2,No
54,Male,116682,Support,Lead,Yes,0,1,2,No
34,Female,96593,IT,Associate,Yes,16,4,2,No
46,Male,46427,Management,Executive,No,10,2,5,Yes
25,Male,127518,HR,Executive,Yes,2,2,3,No
40,Male,75535,Support,Executive,Yes,9,2,5,No
39,Male,129626,Management,Developer,No,1,1,3,No
58,Female,134190,Support,Lead,Yes,15,1,3,No
51,Male,96572,Support,Director,No,15,3,4,Yes
40,Female,83690,Sales,Executive,Yes,7,4,2,Yes
44,Female,34060,IT,Associate,No,6,1,5,Yes
37,Male,70641,Sales,Lead,No,9,4,5,No
22,Female,33607,Support,Director,Yes,23,4,2,Yes
33,Female,120638,HR,Associate,Yes,3,1,5,Yes
45,Male,83560,HR,Associate,No,8,2,4,Yes
55,Female,84213,Sales,Executive,No,4,2,5,No
29,Male,109610,HR,Lead,No,6,3,3,Yes
39,Male,81776,Support,Manager,Yes,3,2,2,No
26,Female,68864,Management,Developer,No,0,2,2,No
47,Female,105309,Support,Manager,No,11,1,4,Yes
51,Female,52970,Management,Developer,Yes,15,4,5,No
34,Female,118534,HR,Lead,Yes,15,2,3,Yes
40,Female,141735,IT,Director,No,7,1,1,No
50,Female,48210,IT,Executive,No,24,4,3,No
24,Female,64088,Support,Lead,No,12,1,3,No
47,Male,80035,Support,Manager,Yes,8,2,5,No
33,Male,31683,HR,Associate,Yes,9,2,1,Yes
23,Male,22962,IT,Developer,No,7,1,4,No
32,Female,120631,IT,Developer,Yes,0,3,5,No
49,Female,82248,Support,Manager,Yes,2,4,2,Yes
39,Female,115536,IT,Executive,Yes,4,4,1,No
34,Male,114673,Support,Lead,Yes,6,2,2,Yes
58,Male,55552,Sales,Manager,Yes,15,1,1,No
43,Male,131789,IT,Lead,Yes,7,1,2,Yes
33,Female,119107,Management,Executive,No,0,2,5,No
23,Male,65321,HR,Associate,No,20,1,1,No
58,Male,67350,Support,Lead,Yes,2,2,4,Yes
28,Female,83565,IT,Executive,No,22,3,5,No
47,Male,140454,IT,Manager,No,5,4,1,No
47,Male,138411,Support,Director,No,11,3,2,Yes
45,Male,63861,Management,Associate,Yes,14,1,3,No
33,Female,59164,IT,Associate,Yes,16,4,1,No
37,Male,133114,Sales,Associate,No,17,2,5,No
44,Female,102095,HR,Developer,No,20,2,2,No
30,Female,127940,Support,Director,No,20,4,5,Yes
53,Male,133610,IT,Executive,No,16,3,2,No
36,Male,64963,HR,Lead,No,11,3,5,No
58,Female,91227,Support,Manager,No,15,2,1,No
34,Female,23532,Support,Associate,Yes,11,1,1,Yes
26,Female,134527,Support,Associate,No,3,2,1,No
32,Female,40733,Management,Associate,Yes,24,1,2,Yes
31,Female,103463,Sales,Executive,No,8,1,4,No
34,Male,147878,Support,Manager,No,14,4,5,No
36,Female,63114,Management,Executive,No,4,4,4,No
28,Male,99018,Support,Manager,Yes,22,2,4,No
49,Female,112217,Support,Lead,Yes,10,4,4,No
53,Male,25456,Management,Developer,No,17,2,3,No
56,Female,23413,Sales,Manager,Yes,0,4,5,No
36,Male,27085,HR,Director,Yes,15,3,3,Yes
57,Male,47937,IT,Executive,Yes,17,3,5,No
42,Female,40563,Support,Executive,No,12,3,3,No
27,Female,94868,Sales,Executive,No,19,4,5,No
22,Male,57575,IT,Developer,No,15,1,1,No
25,Male,148533,Support,Manager,Yes,21,4,4,No
32,Male,27386,IT,Manager,Yes,15,3,2,Yes
47,Female,111873,Management,Manager,No,2,2,4,No
